id,name,genre,artists,album,popularity,duration_ms,explicit,Clusters,name_lower
4siy8athIRrtUBTnlEnLB5,romance,romance,CHEEZE,Plain,25,255625,False,3,romance
5RdAQuWsiQm3rCgEjvXiQB,romance,romance,CRSB,Crsb,24,270954,False,3,romance
4RDhCX2agyMpLcIeMhZhUu,romance (no me platiques más / no sé tú / la puerta / la barca / inolvidable) - en vivo,romance,Luis Miguel,Vivo,43,672226,False,3,romance (no me platiques más / no sé tú / la puerta / la barca / inolvidable) - en vivo
6InM0KvBlmarTwW8SeziWf,romance,romance,Chewie Melodies,"Genshin Impact Piano Cover Collection, Pt. 3",17,83000,False,1,romance
1EvbPT0w3qkmNSNG1XIslj,romance,romance,NINA,Then You Know What You Are About to Do Has Eternal Conseguences,20,120000,False,1,romance
3ee8Jmje8o58CHK66QrVC2,sad!,sad,XXXTENTACION,?,75,166605,True,0,sad!
11MyiSGZSYSmhhqwGUTtAq,sad girl,sad,Lana Del Rey,Ultraviolence (Deluxe),71,317760,False,0,sad girl
1VykDC2twhsRrlhgxJHKRZ,sad loqueron,sad,Gabito Ballesteros,THE GB,68,181503,False,0,sad loqueron
5UaDi8KzCGJqFfVAOBfXhi,sad but true (remastered),sad,Metallica,Metallica (Remastered),61,324600,False,0,sad but true (remastered)
09gysnJpfQ3ublBmJDfcEC,sad girlz luv money remix (feat. kali uchis and moliy),sad,"Amaarae, Kali Uchis, Moliy",SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),67,204763,True,0,sad girlz luv money remix (feat. kali uchis and moliy)
68cUJFq7aAbgeurngTmngL,$ad boyz ii,sad,Junior H,$AD BOYZ 4 LIFE II,67,208898,True,0,$ad boyz ii
68FTJoO8edSpzuYb6lGW6P,saddle tramp,sad,Marty Robbins,Gunfighter Ballads And Trail Songs,54,123373,False,0,saddle tramp
2lX53kXvYnvpV8Vqfe4S7s,sadqay,sad,"Aashir Wajahat, NAYEL, Nehaal Naseem",Sadqay,69,154455,False,0,sadqay
73qMN9bXy7MSPwwGfH3wQr,sad beautiful tragic (taylor's version),sad,Taylor Swift,Red (Taylor's Version),59,284773,False,0,sad beautiful tragic (taylor's version)
65krtHkaYLPr0mEbjL61UP,kiss of life,sad,Sade,The Best of Sade,68,251333,False,0,kiss of life
2Mn5xKOnoVL5Da7OvTwuLb,sad girls (feat. rema),sad,"Clean Bandit, French The Kid, Rema",La mejor música dance,0,163472,True,1,sad girls (feat. rema)
57h06SZNL6LJ3YKZ1UGCeu,sadeness,sad,Enigma,Love Sensuality Devotion: The Greatest Hits,52,255533,False,0,sadeness
2BedHMJWiW5CuiTd2wza1u,sad disco,sad,flipturn,Shadowglow,51,227213,True,0,sad disco
4PEGwWH4tL6H7dGl4uVSPg,like a tattoo,sad,Sade,Love Deluxe,70,218000,False,0,like a tattoo
1UpXhetX1s5OXTY5fRjWvu,sadness as a gift,sad,Adrianne Lenker,Bright Future,53,259015,False,0,sadness as a gift
5nTkONY4rLBuzMiDoYg9Y4,sad,sad,Bo Burnham,What.,43,263099,True,0,sad
7tYKa4wd7gL5LwcxidBPkG,sad song (feat. elena coats),sad,"We The Kings, Elena Coates",Somewhere Somehow,58,226330,False,0,sad song (feat. elena coats)
2EUxbBRKE07EOWW8mBkg5q,sad,sad,Maroon 5,Overexposed (Deluxe),36,194253,False,0,sad
5KnhMcUwUatvRHzIXQEVOG,sad girl summer,sad,Maddie & Tae,Sad Girl Summer,49,178307,False,0,sad girl summer
7r9BJb03FTtTSbSyYNMESc,sad,sad,VIVObeatz,SAD,32,216000,False,1,sad
1Hv1VTm8zeOeybub15mA2R,smooth operator - single version,sad,Sade,The Best of Sade,74,258693,False,0,smooth operator - single version
5KlR3fdrjHUNpuAg72PLbg,sad,sad,Bryce Savage,Sad,33,147310,False,1,sad
1JY6B9ILvmRla2IKKRZvnH,sad machine,sad,Porter Robinson,Worlds,51,350690,False,0,sad machine
39oB34S1ICqpbM2CjtWqPS,sad,sad,Noray music,SAD,30,153066,False,1,sad
3wgFybQqJMYptaAvF8v612,sad,sad,Glizz,SAD,50,140160,True,0,sad
7xgryC1HDpfeoLitEnRhQR,sad,sad,"Shiloh Dynasty, violini5t",Sad,36,80851,False,1,sad
0EqB5Q6YPbmScqDMI5rKrs,sad meal,sad,Bladee,Cold Visions,52,121643,True,0,sad meal
6guqC53ktWrwIuXOMApLbV,sad,sad,LANY,mama's boy,40,199906,False,0,sad
4q3jPOs1eS4BoHtG08r9QW,sad in carolina,sad,Dexter and The Moonrocks,Sad In Carolina,48,190552,False,0,sad in carolina
5kIfQKgQeFcLaQ3BYvpbDI,sad,sad,georgee,sad,29,140336,False,1,sad
4nuAslShoN77tq12fzwjUq,sad people,sad,Kid Cudi,Man On The Moon III: The Chosen,51,176026,True,0,sad people
2DkzhstjFlsdSFXF5nupOd,sad,sad,"Saint Sinner, The Human Experience",Sad,27,192000,False,1,sad
1wGRSG94dLt8fIZWhR3rGG,sad statue,sad,System Of A Down,Mezmerize,54,205800,False,0,sad statue
0MthtBY0TLvqrCwzup0aGI,sad,sad,Pearl Jam,Lost Dogs,34,218160,False,0,sad
2TEcUM3rDng98N6kOn1Lbh,"sadiya khul jaai - from ""rang de basanti""",sad,"Khesari Lal Yadav, Priyanka Singh, Pawan Pandey, Krishna Bedardi","Sadiya Khul Jaai (From ""Rang De Basanti"")",15,229480,False,1,"sadiya khul jaai - from ""rang de basanti"""
0Pr0t1B3Ta4t4o32kBKmdI,sad,sad,"GAWNE, Atlus",Waves,27,158222,True,1,sad
22jEGuVPtvtMqKPuXdOVCh,sad (clap your hands),sad,Young Rising Sons,SAD / Scatterbrain,49,152202,False,0,sad (clap your hands)
0M1yVnwZ5MjYP7ZzZPZUT1,sad,sad,Lemon Demon,I Am Become Christmas EP,27,257636,False,3,sad
3w3rLh6wmne91BS2rwgcog,sad eyes - remastered 2002,sad,Robert John,Classic Masters,49,253213,False,0,sad eyes - remastered 2002
5P5Ggngf3OvU60AFuYkS5q,sad,sad,LANY,mama's boy (deluxe),33,199906,False,1,sad
493JwOBVJAGB4safZK0Q4E,saddy daddy-o,sad,Artimus Wolz,Chaos,48,198000,True,0,saddy daddy-o
3wX3zl0LPavrdx7zd2Xn00,sad,sad,Maroon 5,Overexposed,24,194253,False,1,sad
5yioG7z2EDTHR5aBN1WS7K,sadie,sad,Goth Babe,Lola,46,223587,False,0,sadie
6xRwb6TnpsRIDWPbwktEmD,sad,sad,Bebe Rexha,Expectations,30,185640,False,1,sad
5KZ6ZGL1UFDlaCq3lYyi5q,sad,sad,Los Cazadores Del Cerro,SAD,24,155689,False,1,sad
3cjGs5gkxlhY6ucRJW4wFn,sad forever,sad,Lauren Spencer Smith,Músicas pra ouvir na janela do ônibus,0,175550,True,1,sad forever
1VarPmFfhXo8jwHoXP67aj,sad,sad,Airtor Beats,Sad,20,198620,False,1,sad
4ack8q3p80uwQDp3Gzqk7Z,sad fuck,sad,Ryan Mack,Sad Fuck,48,128306,True,0,sad fuck
5Fti72Rdk8XULaqJ5Etodt,sad,sad,Pisemi,Sad,20,155242,False,1,sad
1eAZTu3kRk98Exu0n92YMC,sad girl,sad,The Intruders,Cowboys to Girls,44,117133,False,0,sad girl
6Onk4Z80ak704HuSjfZgs7,tu con el,salsa,Frankie Ruiz,El Papa De La Salsa,54,300680,False,0,tu con el
3Xy4svERcnUuFcOaBI0539,salsa con coco,salsa,Pochy Y Su Cocoband,El Arrollador,48,294440,False,0,salsa con coco
7nDIflSHQXzaa8zupxwv3U,yo no sé mañana,salsa,Luis Enrique,Ciclos,69,259853,False,0,yo no sé mañana
1xXgVVQZxlFJr15ifWzr3s,salsa,salsa,"J-AX, Jake La Furia",Hit Estive 2024,0,194880,True,1,salsa
1HWbpfmzt1YplLceHgirCv,virgen,salsa,Adolescent's Orquesta,La Historia... Los Éxitos,71,273763,False,0,virgen
3BTMTn22KLOUloriijwQEJ,salsa dura legends,salsa,Frankie Valentine,Salsa Dura Legends,38,126361,False,0,salsa dura legends
2ozSogNm6z9G2Uv6a9iji4,te va a doler,salsa,Maelo Ruiz,En Tiempo De Amor,68,292920,False,0,te va a doler
4pmv4GJQkColGgkJaq4IjX,salsa,salsa,El Micha,Pa'l Mundo,37,176360,False,0,salsa
0k1hbeZodoEw34FAdbh8xM,brujeria,salsa,El Gran Combo De Puerto Rico,Aqui No Se Sienta Nadie!,62,205813,False,0,brujeria
68rdlyaGzb07uwHP9h2rnP,salsa y dembow,salsa,"Swag Boy, Dilon Baby, Danidrvms",Salsa y Dembow,39,148709,False,0,salsa y dembow
1TMxv8sfUhU55AC6Ul1PU5,que locura enamorarme de ti,salsa,Eddie Santiago,Atrevido Y Diferente,66,308040,False,0,que locura enamorarme de ti
4mFjM5NwYYzWZCf9MS783f,long run,salsa,"Salsalino, AngleTeam Marvo",Long Run,47,182047,True,0,long run
2HbmLkHkkI15eES8kpWRuI,ven devórame otra vez,salsa,Lalo Rodriguez,Oro Salsero,62,311400,False,0,ven devórame otra vez
4y6QWwI8lqYYemjYK1PCPc,salsa y control,salsa,Lebrón Brothers,Salsa Y Control,41,227400,False,0,salsa y control
7HluqgNBOIu5fjut2mY3xL,salsa,salsa,KAMILOB,Sobrenatural,27,64674,False,1,salsa
6PH5cXdbQr9jmP80rF6oB6,salsa,salsa,Staynless,God's Favourite,25,159130,False,1,salsa
4ztkGhFj7GJ0w9foa3nze5,un zombie a la intemperie - versión salsa,salsa,"Alejandro Sanz, Luis Enrique",Salsita Pal Cuerpo,0,235732,False,1,un zombie a la intemperie - versión salsa
0TgbqQpWj06HsIREGbJoOi,salsa pa' olvidar las penas (feat. gilberto santa rosa),salsa,"Víctor Manuelle, Gilberto Santa Rosa",25/7,35,298306,False,3,salsa pa' olvidar las penas (feat. gilberto santa rosa)
6hJShCXE9NWqhZfH2Qbi6n,salsa,salsa,El Micha,Salsa,32,176360,False,1,salsa
18yzNCv9kofQZq3oMancgS,salsa,salsa,"STF CASANOVA, IAM3AM",Immortal,22,166730,True,1,salsa
3yEtuhGR8jOtusa29jWrhG,tu amor me hace bien - salsa version,salsa,Marc Anthony,Valio La Pena,65,300160,False,0,tu amor me hace bien - salsa version
4kJdFLy1Tw5zfeHrPHixQT,salsa,salsa,RAM6,Salsa,25,204150,False,1,salsa
3u0gC7P90zklDn58qdNti9,salsaton - salsa,salsa,El Rubio Loco,Voglio scoprir l'America,39,261826,False,0,salsaton - salsa
21lU2K6lP7VkEuGTTVjS3W,salsa,salsa,Scyene Oll,Day Up,21,71399,False,1,salsa
2JNWXLPvgiPfiE2R9N9xRy,salsa,salsa,311,Grassroots,21,147840,True,1,salsa
6WLN3pKUTNpL5p1vOvk1d5,salsa en la calle,salsa,"Sr Ortegon, Pana Black",Reggaeton Generation,37,139285,False,0,salsa en la calle
1J981WLjffgT8EXQRsURjj,salsa,salsa,Rozay,Hustle & Flow,16,102061,True,1,salsa
5bkWgrKyNhMcriQP3CrHEA,fabricando fantasías - salsa version,salsa,Tito Nieves,Fabricando Fantasías,61,272266,False,0,fabricando fantasías - salsa version
49MLuXTgxSsCXfttb2dgmH,salsa,salsa,Niña Dioz,Reyna,18,188832,True,1,salsa
37nXsqE1XW0cxOQvIMsmFc,conteo regresivo - salsa version,salsa,Gilberto Santa Rosa,Contraste,67,266786,False,0,conteo regresivo - salsa version
5YwBXJyHzjzWrO2iKPWmk6,salsa,salsa,Pressed,Salsa,19,108492,True,1,salsa
7GW8GuxV87C8wECtKwyfuI,salsa,salsa,Yuri Buenaventura,Yo Soy,13,268933,False,3,salsa
2AMDKSt4HJWZbuLupJuNrj,valió la pena - salsa version,salsa,Marc Anthony,Valio La Pena,63,289466,False,0,valió la pena - salsa version
2mDyeEvglE9XNydrkMcP6m,salsa,salsa,"KENUMI, Ciscaux",Salsa,13,129026,True,1,salsa
0owEuZsTB5525nGXNCpgXh,salsa de ahora,salsa,"Motiff, Luis Figueroa, Jonathan Moly, Nesty, Jimmy Rodriguez, Ronald Borjas",Salsa de Ahora,31,177450,False,1,salsa de ahora
5doXYmNE8bXyCg2zkERS46,salsa,salsa,"BLKCITY, Abdul Kay, RAIZA BIZA, Blaze the Emperor, Mo Muse, JessB",Salsa,24,210309,True,1,salsa
6VAdJCy8hFSxTNsxlBADSE,salsa,salsa,"J-AX, Jake La Furia",Salsa,41,195750,True,0,salsa
4NNo6yFzKvX4HsTcaH6WIU,salsa tequila,salsa,Anders Nilsen,Salsa Tequila,51,199804,False,0,salsa tequila
70hk5fLCZWUzjp61rWypZJ,salsa,salsa,"Swisho, Wubba",Salsa,15,133472,True,1,salsa
5A32KQZznC2HSqr9qzTl2N,ahora quien - salsa version,salsa,Marc Anthony,Valio La Pena,62,309586,False,0,ahora quien - salsa version
5lHIcwvuMNAWRP8OQwpou7,salsa,salsa,"J-AX, Jake La Furia",SurreAle,35,194880,True,0,salsa
6PK9NhUfcPQL5vfkg44dYE,salsa y sabor,salsa,Tito Puente,Para los Rumberos,32,181093,False,1,salsa y sabor
07LdZS5IgnlGvdySntDmty,salsa,salsa,Torchhh,Salsa,7,113397,True,1,salsa
4OfK9MAPV8MvRWMxxPpU1m,salsa & choke (feat. ñejo),salsa,"ChocQuibTown, Ñejo",El Mismo,36,248400,False,0,salsa & choke (feat. ñejo)
6cgNepy5s6WoIDTsAGzsAS,salsa,salsa,Hamdi,"Cuba, Pt. 2",11,192004,False,1,salsa
0BSUr05Fnpjian9GvLfwgJ,salsa caliente - versión aumentada,salsa,Meridian Brothers,Desesperanza,25,283106,False,3,salsa caliente - versión aumentada
2lmzamwbeyJEWYQOEKrLAJ,salsa,salsa,Dear Silas,Salsa,8,148025,True,1,salsa
2MnKininlD8bY9ggRNSJ37,qué precio tiene el cielo - salsa version,salsa,Marc Anthony,Sigo Siendo Yo,62,302946,False,0,qué precio tiene el cielo - salsa version
4XY31mZBuuYbIpp0oPf9fj,salsa,salsa,"José Alberto ""El Canario"", Voltio",Salsa Con Invitados,14,254129,False,1,salsa
533gQEec1M9rfipUWJq3GP,déjame un beso,salsa,Salsa Kids,Nadie Nos Va A Detener,50,240533,False,0,déjame un beso
5aIfLbdgkbH7NbQryd1poB,samba de janeiro,samba,Bellini,Samba de Janeiro,61,168444,False,0,samba de janeiro
35fC3Wq3slX4OBfyvBVmHm,samba pa ti,samba,Santana,Abraxas,56,284800,False,0,samba pa ti
3RBnF6OEuRbwXZIEPFZdk2,samba saravah,samba,"Stacey Kent, Jim Tomlinson, Matt Skelton, John Parricelli, Dave Chamberlain",Breakfast on the Morning Tram (Bonus Edition),52,224016,False,0,samba saravah
2yAjjqcHMy6qUI6NNzNoVD,samba do brasil,samba,Bellini,Festival,61,197853,False,0,samba do brasil
4zXKbHN9FKRTIirYQdMRqI,samba de mon cœur qui bat,samba,Coralie Clement,Salle des pas perdus,49,233960,False,0,samba de mon cœur qui bat
5u7Xi0QhfkYy3qETJJ5lae,samba de malandro,samba,"MC Paulin da Capital, Love Funk, Mc Piedro, Dj GM, DJ WN, MC Ryan SP, Mc Daniel",Samba de Malandro,74,300842,True,0,samba de malandro
3AyeEQHxCOzJ22b2mQTUPK,samba,samba,Clea Vincent,Tropi-cléa,47,168858,False,0,samba
36SJ7ZFx8J1f1RsewmUwMX,magalenha,samba,Sérgio Mendes,Brasileiro,62,216933,False,0,magalenha
0lpS82kKIO38yFhBoPoTEo,samba pra vinícius,samba,"Toquinho, Chico Buarque","Cafézinho, Dona Helena?",0,155640,False,1,samba pra vinícius
1uVSJkagOwtgMmeexAp1hg,samba da bencao,samba,Bebel Gilberto,Tanto Tempo,34,287266,False,3,samba da bencao
13xv0QmGk3v30cCdFmDrNa,samba de amigo,samba,Bellini,Samba De Janeiro - The Lost Mixes,24,167993,False,1,samba de amigo
0yO7Rg00ZJiMMb8pHiBojc,samba de orfeu,samba,"Luiz Bonfá, Toots Thielemans",The Brasil Project Vol. II,48,216360,False,0,samba de orfeu
4YopUHLBgDj3l17HYm2OoX,samba de janeiro - radio edit,samba,Bellini,Samba de Janeiro,33,168447,False,1,samba de janeiro - radio edit
5maNhiEpDJGNiSzDTaQWg7,samba de janeiro - club mix,samba,Bellini,Samba de Janeiro,37,338655,False,3,samba de janeiro - club mix
0utN2UcAocw2Ewk6lzMRpx,sambalamento,samba,"Luiz Bonfá, Lalo Schifrin, Oscar Castro-Neves",Composer Of Black Orpheus Plays And Sings Bossa Nova,43,139600,False,0,sambalamento
6XMDSWv7ZwM0BM0i0YJPOn,samba da benção,samba,"Toquinho, Vinícius de Moraes",Personalidade,36,414200,False,3,samba da benção
4ecajlw9dEh0YtYlO5QGQR,samba de orfeu,samba,Luiz Bonfá,Solo in Rio 1959,40,75986,False,0,samba de orfeu
0MtiasQtiItmwXJqRRMqAE,samba d,samba,The Ipanemas,Samba Is Our Gift,45,139466,False,0,samba d
0IP9U6sTH3BBbmczskyxvm,sambassim - dj patife remix,samba,DJ Patife,Cool Steps Drum 'n' Bass Grooves,38,216440,False,0,sambassim - dj patife remix
0skgJbXMM4sPRwSKXvO2id,samba,samba,"YouNotUs, Louis III",Samba,57,147818,False,0,samba
64KfS9mXJBi6ZLWzlKA45i,samba paixão,samba,"Murart, Revna",Samba Paixão,43,152666,False,0,samba paixão
4ENo69KpwpYb1C8UyhruQo,sambalero,samba,"Stan Getz, Luiz Bonfá, Maria Toledo",Jazz Samba Encore!,41,128160,False,0,sambalero
5e0I1c38TYRjilm22OiWDo,samba pa ti,samba,Santana,Ultimate Santana,33,285346,False,3,samba pa ti
1CKhZVUyHhXKtN6Bo68xqq,samba de uma nota só,samba,Antônio Carlos Jobim,Inédito,48,180040,False,0,samba de uma nota só
0ivhQEsgDPmAkLKlwWcR9l,samba de verão,samba,Marcos Valle,Marcos Valle,32,225026,False,1,samba de verão
6xepovPqjvrkEw9Y5AMmTm,lambada - original version 1989,samba,Kaoma,Lambada - Les originaux No. 1 de l'été (Original 1989),64,207466,False,0,lambada - original version 1989
5a8Ir2wo8GpDDSkWqvZi7S,samba tranquille,samba,Thievery Corporation,Mirror Conspiracy,40,186493,False,0,samba tranquille
1dCHY60vll2uXgrBXw0a8n,samba de janeiro - radio edit,samba,Bellini,"Ballermann Fussball Party Classics, Vol. 1",0,168426,False,1,samba de janeiro - radio edit
0rFRj1ELcrRzrLdm6HPRdJ,samba de orly,samba,Bebel Gilberto,Rio: Music From The Motion Picture,31,169720,False,1,samba de orly
5bKrCtDuBoFGqeMrKRVH3V,samba de uma nota so,samba,"Stan Getz, Charlie Byrd",Jazz Samba,41,369280,False,3,samba de uma nota so
4WNLNci1H13R1j8nyjyUzY,samba de verão,samba,Lisa Ono,Bossa Nova Vibes,39,128400,False,0,samba de verão
1dubXVF7e5w0XKJPq6xEEr,samba de verao,samba,Caetano Veloso,Live in Bahia,7,165426,False,1,samba de verao
62eoocmGk59EMfuRcLBvUL,samba de uma nota so (one note samba),samba,Antônio Carlos Jobim,"The Composer Of Desafinado, Plays",39,134360,False,0,samba de uma nota so (one note samba)
1omvDGSBIsdZl8lCsKHTIy,samba sujo,samba,"Born Dirty, Diplo",Samba Sujo,34,188939,False,0,samba sujo
4hft7Q7fXqMx31RuIIgTFn,samba saravah,samba,Pauline Croze,Bossa Nova,43,170186,False,0,samba saravah
3orngWj5YpwCSDhheu2Krs,samba de orpheu,samba,Paul Desmond,Take Ten,25,269933,False,3,samba de orpheu
6y2YxIUeM9uMgAINRnb11K,samba triste,samba,"Stan Getz, Charlie Byrd",Jazz Samba,39,283626,False,3,samba triste
2lT8y1A1nHrxGxdzpWwYxH,samba triste - uchill remix,samba,"Stan Getz, Charlie Byrd, uChill",Bossa Beats (Vol. 1),36,128695,False,0,samba triste - uchill remix
2VF4e0NzQraHaP1wogaJ92,samba,samba,Gloria Estefan,BRAZIL305,29,220986,False,1,samba
1tOaKNDYsx3YoWThbOCvVx,samba cantina,samba,Paul Desmond,Bossa Antigua,31,342026,False,3,samba cantina
5dTIvYzfVbScNyubQ8oGiy,"samba de orfeu (from ""black orpheus"")",samba,"Breno Mello, Marpessa Dawn",Black Orpheus,24,135697,False,1,"samba de orfeu (from ""black orpheus"")"
3XoL7qG6WWfOukXWIoicdp,samba,samba,"V.I.N Archive, Shady Moon, 22december",Samba,24,140098,False,1,samba
3eV8J1c79S0iIdSO4XiDLd,samba de orfeu,samba,Cal Tjader,Soul Bird: Whiffenpoof,35,119560,False,1,samba de orfeu
5bqSWOVw8UNoLszgfAEbte,samba,samba,Lazarus!,Samba,20,170979,False,1,samba
3qhAqp4xBxqg8zEAFmcXmF,samba do aviao - live,samba,"Gal Costa, Antônio Carlos Jobim",Rio Revisited,44,203226,False,0,samba do aviao - live
0WqAEKV3SftcJoRnFMJdAS,samba,samba,vision string quartet,Spectrum,28,276500,False,3,samba
5mAFUMVcVdenRz3n54RL5k,samba de orfeu,samba,Maria Toledo,Braziliana,38,130800,False,0,samba de orfeu
1E2TPHygHwO5m602LLaQZ3,samba,samba,Lagum,Samba,47,160238,False,0,samba
2AtI5ezg87Wk5FTVuFjAfE,samba da minha terra - live at carnegie hall/1964,samba,"Stan Getz, João Gilberto",Getz/Gilberto #2,40,188280,False,0,samba da minha terra - live at carnegie hall/1964
7lFf4B764ZGKR0RUOI7qze,samba,samba,Harlan Evans,Samba,20,280868,True,3,samba
1cIS13bqNfZcTs8LSK8r0a,gosta de rua - ao vivo,sertanejo,Felipe e Rodrigo,Questão de Tempo (Ao Vivo / Vol.2),77,171335,False,0,gosta de rua - ao vivo
2bEP0g1AmL0tqu1ML9VQOt,coração sertanejo / onde haja sol - ao vivo,sertanejo,Lauana Prado,Divas do Modão,0,269733,False,1,coração sertanejo / onde haja sol - ao vivo
35maTj8W95AXmqVKBVFEok,estado civil - ao vivo,sertanejo,"Bruno Cesar e Rodrigo, Zé Neto & Cristiano",Direitos Autorais (Ao Vivo),63,172538,False,0,estado civil - ao vivo
1X95pCQG939KCbJL6yVQgw,evidências,sertanejo,Chitãozinho & Xororó,Do Tamanho do Nosso Amor,60,279293,False,0,evidências
47iahIdu5ooVmBA19aBwwX,sertanejo automotivo 1.0,sertanejo,"MARIHANNA, MC K.K, WZ Beat, DJ Hunter",Sertanejo Automotivo 1.0,42,138461,True,0,sertanejo automotivo 1.0
2QxL3wAJnwOOmygY4VX0My,vestido curto - ao vivo,sertanejo,"Diego & Victor Hugo, Guilherme & Benuto",Vestido Curto (Ao Vivo),68,151976,False,0,vestido curto - ao vivo
42JNab8NPeCADJ9D3Cl5wS,barulho do foguete - ao vivo,sertanejo,Zé Neto & Cristiano,"Escolhas, Vol. 2 (Ao Vivo)",75,133546,False,0,barulho do foguete - ao vivo
07lQmjsKImCh7df93OPHkh,sertanejo de coração - ao vivo,sertanejo,"Trio Parada Dura, Dell Cavalini",Sertanejo De Coração (Ao Vivo),33,230198,False,0,sertanejo de coração - ao vivo
5bfhmUvBe1GebgyizyCUzQ,sertanejo,sertanejo,"OGAERRI, Crespo Music",EAZY MONEY (Vol. 1),11,108967,False,1,sertanejo
394lryF05g7eBOYG4jtbp2,vinheta bate papo sertanejo,sertanejo,Word Hits,Vinheta Bate Papo Sertanejo,34,37120,False,1,vinheta bate papo sertanejo
3knAG9kd3jNNuJlZZUAOoQ,cep novo - ao vivo,sertanejo,"Gusttavo Lima, Murilo Huff",Paraíso Particular (Ao Vivo),68,194208,False,0,cep novo - ao vivo
0vMYHsNd2hOxKLMClbA6wI,sertanejo,sertanejo,Peão Carreiro & Praense,"Sertanejo Raiz - Moda de Viola, Vol.1",18,389760,False,3,sertanejo
5umtFtOddeA8JttrcKb0CB,o meu ideal - acoustic,sertanejo,Sertanejo Modernin,O Meu Ideal (Acoustic),24,203161,False,1,o meu ideal - acoustic
4ASA1PZyWGbuc4d9N8OAcF,eu gosto assim - ao vivo,sertanejo,"Gustavo Mioto, Mari Fernandez",Eu Gosto Assim (Ao Vivo),66,148800,False,0,eu gosto assim - ao vivo
5gJhb3tQK0G84iogXHbYvo,sertanejo,sertanejo,Aki Ella,Sertanejo,0,207170,False,1,sertanejo
1OwoPY7wYgKQIyl9maWmSM,canudinho - ao vivo,sertanejo,"Gusttavo Lima, Ana Castela",Paraíso Particular (Ao Vivo),65,124511,False,0,canudinho - ao vivo
1ZV2OLOTwEeMut3FBxtR13,sertanejo,sertanejo,Peão Carreiro & Praense,Peão Carreiro e Praense,4,209853,False,1,sertanejo
6k33QfbyZALFFJU6bXbDXr,carla / uma brasileira (tudo vira sertanejo) - ao vivo,sertanejo,Régis Palma,Carla / Uma Brasileira (Tudo Vira Sertanejo) [Ao Vivo],30,229471,False,1,carla / uma brasileira (tudo vira sertanejo) - ao vivo
6vq7r1Pqd3pyI07u63cPZV,erro gostoso - ao vivo,sertanejo,Simone Mendes,Cintilante (Ao Vivo / Vol.2),70,178811,False,0,erro gostoso - ao vivo
27eaXzUSub4pHhLB8XKgDD,sertanejo,sertanejo,"Luciana Rabello, Maurício Carrilho",Princípios Do Choro 3,0,168893,False,1,sertanejo
2Y7wZ9SwOHeuIro44AMQrR,sertanejo sem mistura,sertanejo,Dino Franco e Mouraí,Sertanejo Sem Mistura,25,157373,False,1,sertanejo sem mistura
3jg5UkJ21wzgZj2LwupkUj,torce o olho - ao vivo,sertanejo,"Gusttavo Lima, Hugo & Guilherme",Paraíso Particular (Ao Vivo),58,167551,False,0,torce o olho - ao vivo
5JJZsae0iDjbNRoYlljhKA,sertanejo,sertanejo,Severino Januário,Forró Lascado,1,155350,False,1,sertanejo
6cvqxoym4MTqsR68iuYTUh,sertanejo solitário,sertanejo,João Carreiro,Coletânea Caipira - Relembrando As Minhas Composições,24,240387,False,1,sertanejo solitário
6AENBD8I0mDGglFqrRZGu7,canudinho - ao vivo,sertanejo,"Gusttavo Lima, Ana Castela",Canudinho (Ao Vivo),68,124511,False,0,canudinho - ao vivo
5w1Tesa4hxu6fVaLiPy5Mk,sertanejo,sertanejo,Giuliano Sorgini,Musica da ballo,0,148507,False,1,sertanejo
2zy6RN3EpbiR0uC7FoiPej,vinheta bate papo sertanejo 3,sertanejo,Word Hits,Vinheta Bate Papo Sertanejo 3,29,87301,False,1,vinheta bate papo sertanejo 3
53PpijFATt35Zxfl6LTxoK,leão,sertanejo,Marília Mendonça,Decretos Reais,65,166774,False,0,leão
2BSWl7MeSE5kuHEZOcmqYY,sertanejo,sertanejo,Luis Dillah,Música na Tv,0,238500,False,1,sertanejo
3dYjFvyv4rrjq4o83qyE9e,sertanejo nato,sertanejo,Cesinha e Matheus,Sertanejo Nato,27,173748,False,1,sertanejo nato
3PH1nUysW7ybo3Yu8sqlPN,seu brilho sumiu - ao vivo,sertanejo,"Israel & Rodolffo, Mari Fernandez","Let's Bora, Vol. 2 (Ao Vivo)",64,168840,False,0,seu brilho sumiu - ao vivo
2VXZW3WKhzE39yQNZWFZ0B,sertanejo,sertanejo,Jacinto Limeira,Um trombone no forró,0,222772,False,1,sertanejo
2tGoASmENRR5LR0MmkNGIv,sertanejo de coração (participação especial de bruno & marrone),sertanejo,"Daniel, Bruno & Marrone",Meu reino encantado III,27,262213,False,3,sertanejo de coração (participação especial de bruno & marrone)
0HlioiDYWAqP6p73XFUOP7,manda um oi - ao vivo,sertanejo,"Guilherme & Benuto, Simone Mendes",Deu Rolo de Novo (Ao Vivo),68,166490,False,0,manda um oi - ao vivo
67aFordR7aEr2OcdmiAc3O,sertanejo,sertanejo,Peão Carreiro e Praense,"A Porteira Esta Aberta! - Sistema Bruto - Vol, 1",2,209373,False,1,sertanejo
1WXv7fy96y54iXVQxUM9U3,sertanejo solitário,sertanejo,João Carreiro & Capataz,"Lado A, Lado B",25,237853,False,1,sertanejo solitário
